show_id,type,title,director,date_added,release_year,rating,duration,listed_in,Platform
s9009,Movie,McCanick,Josh C. Waller,,2014,,96 min,"Action, Drama",Amazon
s9010,Movie,Martha of the North,Marquise Lepage,,2009,,83 min,Documentary,Amazon
s9011,TV Show,Manhunt,,,2019,,1 Season,TV Shows,Amazon
s9012,Movie,Life on the Rocks,"Joanna Bowzer, Tim Gagliardo, Barry Pollack, Tim Russ, Shae-Lee Shakleford",,2021,,93 min,"Comedy, Drama",Amazon
s9013,Movie,Let Me Be Frank,Ryan Silva,,2021,,83 min,"Comedy, Drama",Amazon
s9014,Movie,LEGO Monkie Kid: A Hero Is Born,Sarah Harper,,2021,,45 min,"Action, Animation, Kids",Amazon
s9015,TV Show,Last Frontier,,,1932,,1 Season,"Special Interest, Western",Amazon
s9016,TV Show,Killer Kids,,,2013,,1 Season,"Documentary, Special Interest",Amazon
s9017,Movie,JJ Barrows: Doodle All Day,Aaron Stephenson,,2019,,33 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9018,Movie,Jeff Allen: I Can Laugh About it Now,Isaac Halasima,,2019,,42 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9019,TV Show,Hightown,,,2020,,1 Season,"Drama, LGBTQ, Suspense",Amazon
s9020,Movie,Halloween Heroes,Bobby Lacer,,2021,,77 min,"Comedy, Kids",Amazon
s9021,Movie,Finding Dawn,Christine Welsh,,2006,,74 min,Documentary,Amazon
s9022,Movie,Eddie Izzard: Dress To Circle,Eddie Izzard,,2002,,56 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9023,TV Show,Couple of Mirrors,,,2021,,1 Season,Romance,Amazon
s9024,TV Show,Cities of the Underworld,,,2008,,1 Season,"Documentary, Special Interest",Amazon
s9025,Movie,Chinese Speaking Vampires,Randy Kent,,2021,,81 min,"Action, Horror",Amazon
s9026,Movie,Cerebrum,Arvi,,2021,,121 min,"Science Fiction, Suspense",Amazon
s9027,Movie,BoBoiBoy: Elemental Heroes,Nizam Razak,,2021,,116 min,"Action, Animation, Kids",Amazon
s9028,Movie,Blunderpuss,Shaina Feinberg,,2021,,74 min,Comedy,Amazon
s9029,Movie,Blue Call,Brian Farmer,,2021,,81 min,"Horror, Suspense",Amazon
s9030,Movie,Blind Ghost,Stuart Paul,,2021,,92 min,Horror,Amazon
s9031,Movie,Bicycle Kick,Sumit Das,,2013,,109 min,Drama,Amazon
s9032,TV Show,Beau Séjour,,,2017,,1 Season,Suspense,Amazon
s9033,Movie,Battered,Lewis Leslie,,2021,,44 min,"Action, Horror, Suspense",Amazon
s9034,Movie,American Masters: Raul Julia: The World's a Stage,Ben DeJesus,,2019,,84 min,Documentary,Amazon
s9035,Movie,All Creatures Here Below,Collin Schiffli,,2019,,91 min,"Drama, Suspense",Amazon
s9036,TV Show,Alf: The Animated Series,,"September 30, 2021",1988,,1 Season,"Animation, Kids",Amazon
s9037,Movie,Adrift in Soho,Pablo Behrens,,2020,,108 min,Drama,Amazon
s9038,Movie,Adam and Evelyn,"Andreas Goldstein, Jakobine Motz",,2018,,96 min,"Comedy, Drama, Romance",Amazon
s9039,Movie,Acting Out,Carl Gurevich,,1980,,84 min,Drama,Amazon
s9040,TV Show,13 Ghosts of Scooby-Doo!,,,1985,,1 Season,"Comedy, Horror, Kids",Amazon
s9041,Movie,Write to Kill,Ruben Preuss,,1991,,100 min,"Drama, Suspense",Amazon
s9042,Movie,Windcroft,Evan Meszaros,,2007,,94 min,"Drama, Horror, Suspense",Amazon
s9043,Movie,What Makes a Family,Maggie Greenwald,,2001,,91 min,Drama,Amazon
s9044,Movie,What Is My Name,Nigina Sayfullaeva,,2021,,86 min,Drama,Amazon
s9045,Movie,Viyabari,Shakti Chidambaram,,2007,,163 min,"Comedy, Drama",Amazon
s9046,Movie,Vivaramana Aalu,K. Selva Bharathy,,2002,,153 min,"Comedy, Drama",Amazon
s9047,TV Show,Vir the robot boy,,,2012,,1 Season,"Action, Animation, Kids",Amazon
s9048,Movie,Uptown Girls,Boaz Yakin,,2003,,92 min,Comedy,Amazon
s9049,Movie,Untamed Heart,Tony Bill,,1993,,102 min,"Comedy, Drama, Romance",Amazon
s9050,Movie,Unsurety,Devon Bray,,2021,,105 min,"Comedy, Romance",Amazon
s9051,Movie,Universal Soldier,Roland Emmerich,,1992,,104 min,"Action, Science Fiction",Amazon
s9052,Movie,Tuck Jagadish (Tamil),Shiva Nirvana,,2021,,145 min,"Drama, Kids",Amazon
s9053,Movie,Troll,John Beuchler,,1986,,83 min,Horror,Amazon
s9054,Movie,Topkapi,Jules Dassin,,1964,,120 min,Action,Amazon
s9055,Movie,Things You Can Tell Just By Looking At Her,Rodrigo Garcia,,2001,,109 min,Drama,Amazon
s9056,Movie,The Whereabouts of Jenny,Gene Reynolds,,1991,,95 min,"Drama, Kids",Amazon
s9057,TV Show,The Village,,,2014,,2 Seasons,Drama,Amazon
s9058,Movie,The Thing (2011),Matthijs van Heijningen,,2011,,103 min,"Action, Adventure, Horror",Amazon
s9059,Movie,The Squid And The Whale,Noah Baumbach,,2005,,81 min,Drama,Amazon
s9060,Movie,The Sneak Over,Brandon Bergin,,2021,,84 min,"Action, Comedy, Kids",Amazon
s9061,Movie,The Rookies,Alan Yuen,,2019,,113 min,Action,Amazon
s9062,Movie,The Rage: Carrie 2,Katt Shea,,1999,,105 min,"Fantasy, Horror, Science Fiction",Amazon
s9063,Movie,The Pudgie Movie,Ameir White,,2020,,41 min,Comedy,Amazon
s9064,Movie,The Outer Darkness,"Anthony Melton, Ben Franklin",,2019,,22 min,Horror,Amazon
s9065,Movie,The Organization,Don Medford,,1971,,108 min,"Action, Drama",Amazon
s9066,Movie,The Midnight After,Fruit Chan,,2014,,121 min,"Action, Drama, Horror",Amazon
s9067,Movie,The Michelle Apartments,John Pozer,,1995,,92 min,"Comedy, Suspense",Amazon
s9068,Movie,The Life Aquatic with Steve Zissou,Wes Anderson,,2004,,119 min,"Action, Adventure, Comedy",Amazon
s9069,Movie,The Joyriders,Bradley Battersby,,1999,,101 min,"Drama, Suspense",Amazon
s9070,Movie,The Grudge 2,Takashi Shimizu,,2006,,102 min,Horror,Amazon
s9071,Movie,The Great Train Robbery,Michael Crichton,,1979,,111 min,"Action, Adventure, Western",Amazon
s9072,Movie,The Great Hypnotist,Leste Chan,,2014,,102 min,"Action, Drama, Suspense",Amazon
s9073,Movie,The Graduate,Mike Nichols,,1967,,106 min,"Comedy, Drama",Amazon
s9074,Movie,The Forest Killer,Wolfgang Murnberger,,2014,,90 min,"Drama, Suspense",Amazon
s9075,TV Show,The Dream Motel,,,2019,,1 Season,"Drama, Faith and Spirituality",Amazon
s9076,Movie,The Crocodile Hunter: Collision Course,John Stainton,,2002,,89 min,Action,Amazon
s9077,Movie,The Comedy of Terrors,Jacques Tourneur,,1964,,83 min,Horror,Amazon
s9078,Movie,The Burning Bed,Robert Greenwald,,1984,,96 min,Drama,Amazon
s9079,Movie,The Brain (1988),Ed Hunt,,1988,,91 min,Horror,Amazon
s9080,Movie,The Boat,Winston Azzopardi,,2019,,89 min,"Horror, Suspense",Amazon
s9081,TV Show,The Best of I Love Lucy,,,1954,,2 Seasons,"Comedy, Kids",Amazon
s9082,Movie,The Best Exotic Marigold Hotel,John Madden,,2012,,124 min,"Comedy, Drama, Romance",Amazon
s9083,Movie,The Bad News Bears (1976),Michael Ritchie,,2021,,102 min,Comedy,Amazon
s9084,TV Show,The Alchemists,,,1999,,1 Season,"Drama, Suspense",Amazon
s9085,Movie,That Day We Sang,Victoria Wood,,2014,,89 min,"Arts, Entertainment, and Culture, Drama, Romance",Amazon
s9086,Movie,Terror in a Texas Town,Joseph H. Lewis,,1958,,81 min,Western,Amazon
s9087,Movie,Ten Minutes to Midnight,Erik Bloomquist,,2021,,73 min,Horror,Amazon
s9088,Movie,Taller Than The Trees,Dean Tucker,,2021,,89 min,"Action, Drama, Suspense",Amazon
s9089,Movie,Taken,Pierre Morel,,2009,,91 min,"Action, Drama",Amazon
s9090,Movie,Swimming for Gold,Hayley MacFarlane,,2020,,91 min,"Comedy, Kids",Amazon
s9091,Movie,Summer Rebels,Martina Saková,,2021,,92 min,"Action, Comedy, Kids",Amazon
s9092,Movie,Sugar Hill,Paul Maslansky,,1974,,91 min,Horror,Amazon
s9093,Movie,Sudden Terror: The Hijacking of Schoolbus 17,Paul Schneider,,1996,,92 min,Drama,Amazon
s9094,Movie,Stormy Weathers,Will MacKenzie,,1992,,92 min,Action,Amazon
s9095,Movie,Still of the Night,Robert Benton,,1982,,91 min,Drama,Amazon
s9096,TV Show,Steve and Maggie - Magical Maggie Madness,,,2021,,1 Season,"Animation, Kids",Amazon
s9097,Movie,Stargate,Roland Emmerich,,1994,,121 min,"Science Fiction, Suspense",Amazon
s9098,Movie,Starblack,Giovanni Grimaldi,,1966,,93 min,Western,Amazon
s9099,Movie,Squirm,Jeff Lieberman,,1976,,93 min,Horror,Amazon
s9100,Movie,Snow,Hakan Sahin,,2006,,68 min,Drama,Amazon
s9101,Movie,Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,,1988,,80 min,Horror,Amazon
s9102,Movie,Sign of the Gladiator,Guido Brignone,,1959,,94 min,"Action, Drama",Amazon
s9103,Movie,Shots Fired,,,2015,,124 min,Action,Amazon
s9104,Movie,She Never Died,Audrey Cummings,,2020,,89 min,"Action, Comedy, Drama",Amazon
s9105,TV Show,Secret of the Sword,,,1991,,1 Season,Action,Amazon
s9106,Movie,Sea Ghost,Jim Wynorski,,2004,,94 min,"Action, Horror, Science Fiction",Amazon
s9107,Movie,Scream and Scream Again,Gordon Hessler,,1970,,95 min,Horror,Amazon
s9108,Movie,Scorpio,Michael Winner,,1973,,115 min,"Action, Drama",Amazon
s9109,Movie,Scarecrows,William Wesley,,1988,,83 min,Horror,Amazon
s9110,Movie,Saving Mr. Wu,Sheng Ding,,2015,,106 min,"Action, Suspense",Amazon
s9111,Movie,Salvador,Oliver Stone,,1986,,123 min,Drama,Amazon
s9112,Movie,Saginaw Trail,George Archainbaud,,1953,,56 min,Western,Amazon
s9113,Movie,Rugrats Go Wild,"John Eng, Norton Virgien",,2003,,81 min,Animation,Amazon
s9114,Movie,Rolling Thunder,"P. J. Pesce, Ralph Hemecker",,1996,,90 min,"Action, Comedy, Drama",Amazon
s9115,Movie,Rival,Marcus Lenz,,2020,,92 min,"Drama, Suspense",Amazon
s9116,Movie,Resident Evil: Retribution (4K UHD),Paul W.S. Anderson,,2012,,96 min,"Action, Horror, Science Fiction",Amazon
s9117,Movie,Resident Evil: Retribution,Paul W.S. Anderson,,2012,,96 min,"Action, Science Fiction",Amazon
s9118,Movie,Ratter,Branden Kramer,,2016,,80 min,"Drama, Suspense",Amazon
s9119,Movie,Raising Arizona,"Joel Coen,  Ethan Coen",,1987,,94 min,Comedy,Amazon
s9120,Movie,Pumpkin,"Adam Larson Broder, Tony R. Abrams",,2002,,118 min,"Comedy, Drama",Amazon
s9121,Movie,Prisoners of the Sun,Roger Christian,,2014,,88 min,"Action, Horror",Amazon
s9122,Movie,Possession: The Ingloda Within,Brian Targett,,2013,,100 min,"Horror, Suspense",Amazon
s9123,Movie,Pokémon the Movie 2000,Kunihiko Yuyama,,2000,,80 min,"Animation, Anime, Kids",Amazon
s9124,Movie,Play or Die,Jacques Kluger,,2019,,89 min,"Horror, Suspense",Amazon
s9125,Movie,Play,Philip Koch,,2019,,89 min,Drama,Amazon
s9126,Movie,Pitruroon,Nitish Bhardwaj,,2013,,105 min,Drama,Amazon
s9127,Movie,Pinky Moge Wali 2,Kapil Batra,,2021,,121 min,"Drama, Romance",Amazon
s9128,TV Show,Phungus & Mowld,,,2021,,1 Season,"Action, Animation",Amazon
s9129,TV Show,Paranormal Solutions Inc.,,,2016,,1 Season,TV Shows,Amazon
s9130,Movie,Pack Train,George Archainbaud,,1953,,57 min,Western,Amazon
s9131,Movie,Ouija Japan,Masaya Kato,,2021,,78 min,Horror,Amazon
s9132,Movie,One More Flip,Jeffrey Brown,,2021,,91 min,Drama,Amazon
s9133,Movie,Once Upon A Time In Mexico,Robert Rodriguez,,2003,,102 min,"Action, Adventure, Drama",Amazon
s9134,Movie,Once Upon A Crime,Eugene Levy,,1992,,94 min,Comedy,Amazon
s9135,Movie,On Top Of Old Smoky,George Archainbaud,,1953,,59 min,Western,Amazon
s9136,Movie,On Golden Pond,Mark Rydell,,1981,,109 min,Drama,Amazon
s9137,Movie,Off The Lip,Robert Mickelson,,2004,,88 min,Comedy,Amazon
s9138,Movie,Now Is the Time,Christopher Auchter,,2019,,16 min,"Documentary, Special Interest",Amazon
s9139,Movie,Not Like Everyone Else,Tom McLoughlin,,2006,,89 min,Drama,Amazon
s9140,Movie,No Secrets,Dezso Magyar,,1991,,92 min,"Drama, Suspense",Amazon
s9141,Movie,Night of the Demons,Adam Gierasch,,2011,,93 min,"Action, Comedy, Horror",Amazon
s9142,Movie,New Year's Evil,Emmett Alston,,1980,,86 min,Horror,Amazon
s9143,TV Show,Mysteries of the Superstition Mountains,,,2021,,1 Season,"Documentary, Drama, Suspense",Amazon
s9144,Movie,My Story,"Libor Adam, Hana Hendrychová",,2020,,92 min,Drama,Amazon
s9145,Movie,My Name is Pauli Murray,"Julie Cohen, Betsy West",,2021,,94 min,"Documentary, Drama",Amazon
s9146,Movie,My Kingdom Come,Horacio Alcalá,,2019,,90 min,Documentary,Amazon
s9147,Movie,My Grandpa Is An Alien,"Marina Andree Škop, Dražen Žarković",,2021,,79 min,"Action, Comedy, Kids",Amazon
s9148,Movie,Motel Hell,Kevin Connor,,1980,,102 min,"Horror, Science Fiction",Amazon
s9149,Movie,More Sex and The Single Mom,Don McBrearty,,2005,,90 min,"Drama, Romance",Amazon
s9150,Movie,Mick Jagger: The Ultimate Performer,Robin Bextor,,2021,,60 min,Documentary,Amazon
s9151,Movie,Max Bishop,Jack Beranek,,2021,,84 min,"Action, Comedy, Suspense",Amazon
s9152,Movie,Man from Del Rio,Harry Horner,,1956,,83 min,Western,Amazon
s9153,Movie,Makoki: A Deadly Love,Esteban Diaz Baena,,2019,,110 min,"Action, Comedy",Amazon
s9154,Movie,Madurey,Ramana Madhesh,,2004,,147 min,"Action, Drama",Amazon
s9155,Movie,Madison,William Bindley,,2005,,99 min,"Action, Drama, Sports",Amazon
s9156,Movie,Lucy,Glenn Jordan,,2003,,94 min,"Comedy, Drama",Amazon
s9157,Movie,Lovely,Sakthi,,2001,,152 min,"Comedy, Drama, Romance",Amazon
s9158,Movie,Love Letters,Stanley Donen,,1999,,86 min,Romance,Amazon
s9159,Movie,Love Field,Jonathan Kaplan,,1992,,105 min,Drama,Amazon
s9160,Movie,Lost in Hong Kong,Zheng Xu,,2015,,114 min,Comedy,Amazon
s9161,Movie,Little Man Tate,Jodie Foster,,1991,,99 min,Drama,Amazon
s9162,TV Show,Life In Between Gates,,,2021,,1 Season,"Drama, Sports",Amazon
s9163,TV Show,LEGO Monkie Kid - US,,"October 1, 2021",2021,,1 Season,"Action, Animation, Kids",Amazon
s9164,Movie,Last Of The Pony Riders,George Archainbaud,,1953,,59 min,"Comedy, Western",Amazon
s9165,Movie,Last Action Hero (4K UHD),John McTiernan,,1993,,131 min,"Action, Adventure, Comedy",Amazon
s9166,Movie,Last Action Hero,John McTiernan,,1993,,131 min,"Action, Comedy",Amazon
s9167,Movie,Lara Croft Tomb Raider: The Cradle of Life (4K UHD),Jan De Bont,,2003,,117 min,"Action, Adventure, Drama",Amazon
s9168,Movie,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,,2003,,117 min,Adventure,Amazon
s9169,Movie,La Condesa,Mario Ramos,,2021,,82 min,Horror,Amazon
s9170,Movie,Killers,lionsgate,,2010,,100 min,"Action, Comedy",Amazon
s9171,TV Show,Judge Faith,,"October 1, 2021",2016,,2 Seasons,"Documentary, Special Interest, Unscripted",Amazon
s9172,Movie,Jiminy Glick in Lalawood,Vadim Jean,,2005,,91 min,"Comedy, Suspense",Amazon
s9173,Movie,Je Suis A Stand-Up: Eddie Izzard Abroad,Paul Tickell,,1996,,48 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9174,Movie,Jay Stevens: Life Is Hilarious,Isaac Halasima,,2019,,25 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9175,Movie,Jaguar (Kannada),Mahadev,,2016,,159 min,"Drama, Romance",Amazon
s9176,Movie,Jack Ryan: Shadow Recruit,Kenneth Branagh,,2014,,106 min,"Action, Drama",Amazon
s9177,Movie,It's a Wonderful Afterlife,Gurinder Chadha,,2021,,100 min,"Comedy, Drama",Amazon
s9178,Movie,Interview,Mrinal Sen,,1970,,80 min,Drama,Amazon
s9179,TV Show,Intentions,,,2021,,1 Season,"Comedy, Drama, LGBTQ",Amazon
s9180,Movie,Inside Moves,Richard Donner,,1980,,113 min,Drama,Amazon
s9181,Movie,Hotel Limbo,Tina Adams,,2020,,95 min,Comedy,Amazon
s9182,Movie,Highway to Hell,Ate De Jong,,1992,,94 min,Horror,Amazon
s9183,TV Show,Heartland,,,2019,,1 Season,"Drama, Kids, Western",Amazon
s9184,Movie,Heartbreakers,David Mirkin,,2001,,124 min,Comedy,Amazon
s9185,Movie,Hathat Neerar Jonyo,Subrata Sen,,2004,,96 min,Romance,Amazon
s9186,Movie,Hamlet,Laurence Olivier,,1948,,154 min,Drama,Amazon
s9187,Movie,Hackers,Iain Softley,,1995,,105 min,"Drama, Suspense",Amazon
s9188,Movie,Grizzly Mountain,Jeremy Haft,,1996,,96 min,"Kids, Science Fiction",Amazon
s9189,Movie,Good Old Friends,"Peter Kondra, Mikael Schallock",,2021,,87 min,"Action, Comedy",Amazon
s9190,Movie,Goldtown Ghost Riders,George Archainbaud,,1953,,59 min,"Comedy, Western",Amazon
s9191,Movie,Gentlemen of Fortune,Aleksandr Sery,,1971,,83 min,"Comedy, Drama",Amazon
s9192,Movie,Garden State,Zach Braff,,2004,,102 min,"Arthouse, Comedy, Drama",Amazon
s9193,Movie,Future Shock,"Eric Parkinson, Matt Reeves, Oley Sassone",,1994,,98 min,"Horror, Science Fiction",Amazon
s9194,TV Show,Frustrated Man,,,2021,,1 Season,TV Shows,Amazon
s9195,Movie,Fort Massacre,Joe Newman,,1958,,81 min,"Drama, Western",Amazon
s9196,Movie,Fort Defiance,John Rawlins,,1951,,82 min,"Drama, Western",Amazon
s9197,Movie,Fools Rush In,Andy Tennant,,1997,,109 min,"Comedy, Drama, Romance",Amazon
s9198,Movie,Flight Of The Phoenix (2004),John Moore,,2004,,113 min,"Action, Adventure, Drama",Amazon
s9199,Movie,Flash of Genius,Marc Abraham,,2008,,120 min,Drama,Amazon
s9200,Movie,First Shot,Armand Mastroianni,,2002,,92 min,Action,Amazon
s9201,Movie,Fellini Forward,"DREA COOPER, ZACKARY CANEPARI",,2021,,45 min,"Documentary, Special Interest",Amazon
s9202,Movie,Fatal Contact: Bird Flu in America,Richard Pearce,,2006,,84 min,"Drama, Horror, Science Fiction",Amazon
s9203,Movie,Fascination,Klaus Menzel,,2005,,103 min,"Romance, Suspense",Amazon
s9204,TV Show,Explore With the Note 2021,,,2021,,1 Season,"Action, Drama, Suspense",Amazon
s9205,Movie,Exorcist: The Beginning,Renny Harlin,,2004,,113 min,"Action, Adventure, Horror",Amazon
s9206,Movie,EVA,DANIEL IMASUEN,,2021,,110 min,Drama,Amazon
s9207,Movie,Eternal,"Wilhelm Liebenberg, Federico Sanchez",,2004,,108 min,"Horror, Suspense",Amazon
s9208,Movie,Emerald Falls,Peter Andrikidis,,2008,,92 min,Suspense,Amazon
s9209,Movie,El Topo,Alfredo Ureta,,2021,,90 min,Drama,Amazon
s9210,Movie,Eddie Izzard: Unrepeatable,John Gordillo,,1994,,76 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9211,Movie,Eddie Izzard: Stripped,Sarah Townsend,,2009,,104 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9212,Movie,Duplicity,Tony Gilroy,,2009,,125 min,"Drama, Suspense",Amazon
s9213,Movie,Doorways,Peter Werner,,1994,,83 min,"Action, Science Fiction, Suspense",Amazon
s9214,Movie,Dolls,Stuart Gordon,,1986,,78 min,Horror,Amazon
s9215,Movie,Die Hard: With a Vengeance (4K UHD),John McTiernan,,1995,,129 min,"Action, Adventure",Amazon
s9216,Movie,Die Hard with a Vengeance,John McTiernan,,1995,,129 min,Suspense,Amazon
s9217,Movie,Die Hard,John McTiernan,,1988,,132 min,Suspense,Amazon
s9218,Movie,Dennis Gaxiola: Before the Wall Goes Up,Isaac Halasima,,2017,,47 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9219,Movie,Death Wish V: The Face of Death,Allan A. Goldstein,,1994,,95 min,"Action, Drama",Amazon
s9220,Movie,DC Sniper,Ulli Lommel,,2010,,75 min,"Action, Suspense",Amazon
s9221,Movie,Creepy Clowns,Pete Jacelone,,2021,,80 min,"Horror, Suspense",Amazon
s9222,Movie,Corey Rodrigues: People Whisperer,Isaac Halasima,,2018,,45 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9223,Movie,Come Away Home,Doug McKeon,,2005,,102 min,Drama,Amazon
s9224,Movie,Color of Love: The Jacey Story,Sheldon Larry,,2000,,87 min,Drama,Amazon
s9225,Movie,Clip: Validation Check CAPI,CAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI,,2021,,1 min,Action,Amazon
s9226,Movie,Chehre,Rummy Jafry,,2021,,139 min,Suspense,Amazon
s9227,Movie,Chattahoochee,Mick Jackson,,1990,,98 min,Drama,Amazon
s9228,TV Show,Chaos And Kindness,,,2021,,1 Season,"Comedy, Documentary, Drama",Amazon
s9229,Movie,Caveman,Carl Gottlieb,,1981,,92 min,Comedy,Amazon
s9230,Movie,Case Sensitive: The Point of Rescue,Charles Martin,,2011,,91 min,"Drama, Suspense",Amazon
s9231,Movie,Carrington,Christopher Hampton,,1995,,123 min,"Drama, Romance",Amazon
s9232,Movie,Capricorn One,Peter Hyams,,1978,,123 min,"Action, Suspense",Amazon
s9233,Movie,Calcutta 71,Mrinal Sen,,1972,,117 min,Drama,Amazon
s9234,Movie,Butterflies,Biodun Stephen,,2021,,112 min,Drama,Amazon
s9235,Movie,Butch Cassidy and the Sundance Kid (4K UHD),George Roy Hill,,1969,,110 min,"Action, Adventure, Drama",Amazon
s9236,Movie,Butch Cassidy and the Sundance Kid,George Roy Hill,,1969,,110 min,"Action, Drama, Western",Amazon
s9237,Movie,Burning Man: The Musical,Tyler Milliron,,2021,,80 min,"Arts, Entertainment, and Culture, Comedy",Amazon
s9238,Movie,Burn Country,Ian Olds,,2016,,104 min,"Drama, Suspense",Amazon
s9239,Movie,Bulworth,Warren Beatty,,1998,,108 min,"Comedy, Drama",Amazon
s9240,Movie,Bullets Don't Argue,Mario Caiano,,1964,,89 min,Western,Amazon
s9241,TV Show,Bucket,,,2017,,1 Season,"Comedy, Drama",Amazon
s9242,Movie,BT: My Life as I Know It Now!,Isaac Halasima,,2018,,32 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9243,Movie,Broken English,Gregor Nicholas,,1994,,92 min,"Arthouse, Drama, Romance",Amazon
s9244,Movie,Boris and Natasha: The Movie,Charles Martin Smith,,1992,,88 min,"Action, Comedy",Amazon
s9245,Movie,Blue Crush 2,Mike Elliott,,2011,,113 min,"Action, Drama, Sports",Amazon
s9246,Movie,Blizzard,Le Var Burton,,2004,,100 min,Kids,Amazon
s9247,Movie,Blippi's Spooky Spells Halloween,,,2021,,41 min,Kids,Amazon
s9248,Movie,Blacula,William Crain,,1972,,93 min,Horror,Amazon
s9249,Movie,"Black Coal, Thin Ice",Yi'nan Diao,,2014,,109 min,"Action, Drama",Amazon
s9250,Movie,Black As Night,Maritte Lee Go,,2021,,87 min,Horror,Amazon
s9251,Movie,Bingo Hell,Gigi Saul Guerrero,,2021,,86 min,Horror,Amazon
s9252,Movie,Bhaloo,Rajdutt,,1980,,135 min,Drama,Amazon
s9253,Movie,Beer,Patrick Kelly,,1985,,83 min,Comedy,Amazon
s9254,Movie,Banshiwala,Anjan Das,,2010,,101 min,Drama,Amazon
s9255,Movie,Bad Influence,Curtis Hanson,,1990,,100 min,"Drama, Suspense",Amazon
s9256,Movie,Babes in Toyland (1997),"Charles Grosvenor, Paul Sabella, Toby Bluth",,1997,,74 min,"Animation, Kids",Amazon
s9257,Movie,Babes in Toyland (1986),Clive Donner,,1986,,96 min,"Arts, Entertainment, and Culture",Amazon
s9258,Movie,Atonement,Joe Wright,,2007,,123 min,"Drama, Suspense",Amazon
s9259,Movie,Assassination,Dong-hoon Choi,,2015,,140 min,Action,Amazon
s9260,Movie,Andy Woodhull: World's Greatest Stepdad,Isaac Halasima,,2018,,42 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Amazon
s9261,Movie,An All Dogs Christmas Carol,"Gary Selvaggio, Paul Sabella",,1998,,73 min,Kids,Amazon
s9262,Movie,Amazing Grace (1974),Stan Lathan,,1974,,98 min,Comedy,Amazon
s9263,Movie,All's Faire in Love,Scott Marshall,,2009,,108 min,Comedy,Amazon
s9264,Movie,Agathiyar,A. P. Nagarajan,,1972,,153 min,Drama,Amazon
s9265,Movie,"Adios, Sabata",Gianfranco Parolini,,1971,,105 min,Adventure,Amazon
s9266,Movie,Acts of Defiance,Alec MacLeod,,1992,,105 min,Documentary,Amazon
s9267,Movie,Across the Moon,Lisa Gottlieb,,1994,,87 min,Drama,Amazon
s9268,Movie,A Good Year,Ridley Scott,,2006,,118 min,Comedy,Amazon
s9269,Movie,A Chorus Line,Richard Attenborough,,1985,,118 min,"Arts, Entertainment, and Culture, Drama",Amazon
s9270,Movie,A Bucket of Blood,Roger Corman,,1959,,65 min,"Comedy, Horror",Amazon
s9271,Movie,83 degrees - ski the north,Matthias Mayr,,2019,,55 min,"Action, Documentary, Sports",Amazon
s9272,Movie,66 Sadashiv,Yogesh Deshpande,,2019,,135 min,"Comedy, Drama",Amazon
s9273,Movie,1984,Michael Radford,,1985,,111 min,Drama,Amazon
s9274,Movie,10 to Midnight,J. Lee Thompson,,1983,,102 min,"Action, Adventure",Amazon
s9275,Movie,Zombie Warz: Falls The Shadow,Steven Berryessa,,2011,,89 min,"Action, Horror",Amazon
